0.00	0.000000
0.01	0.073960
0.02	0.141848
0.03	0.199385
0.04	0.243265
0.05	0.271437
0.06	0.283257
0.07	0.279510
0.08	0.262289
0.09	0.234761
0.10	0.200830
0.11	0.164746
0.12	0.130680
0.13	0.102327
0.14	0.082561
0.15	0.073183
0.16	0.074775
0.17	0.086680
0.18	0.107110
0.19	0.133355
0.20	0.162087
0.21	0.189719
0.22	0.212777
0.23	0.228264
0.24	0.233962
0.25	0.228663
0.26	0.212280
0.27	0.185863
0.28	0.151486
0.29	0.112044
0.30	0.070963
0.31	0.031865
0.32	-0.001787
0.33	-0.027026
0.34	-0.041669
0.35	-0.044521
0.36	-0.035489
0.37	-0.015588
0.38	0.013163
0.39	0.047937
0.40	0.085364
0.41	0.121858
0.42	0.153944
0.43	0.178584
0.44	0.193446
0.45	0.197103
0.46	0.189154
0.47	0.170229
0.48	0.141907
0.49	0.106545
0.50	0.067032
0.51	0.026505
0.52	-0.011959
0.53	-0.045632
0.54	-0.072383
0.55	-0.090869
0.56	-0.100631
0.57	-0.102113
0.58	-0.096589
0.59	-0.086000
0.60	-0.072742
0.61	-0.059406
0.62	-0.048500
0.63	-0.042191
0.64	-0.042084
0.65	-0.049056
0.66	-0.063171
0.67	-0.083673
0.68	-0.109063
0.69	-0.137254
0.70	-0.165771
0.71	-0.192005
0.72	-0.213463
0.73	-0.228015
0.74	-0.234104
0.75	-0.230891
0.76	-0.218343
0.77	-0.197231
0.78	-0.169058
0.79	-0.135918
0.80	-0.100297
0.81	-0.064842
0.82	-0.032119
0.83	-0.004381
0.84	0.016634
0.85	0.029843
0.86	0.034908
0.87	0.032238
0.88	0.022932
0.89	0.008654
0.90	-0.008546
0.91	-0.026437
0.92	-0.042831
0.93	-0.055793
0.94	-0.063822
0.95	-0.065984
0.96	-0.061991
0.97	-0.052205
0.98	-0.037591
0.99	-0.019597
1.00	0.000000
1.01	0.019286
1.02	0.036407
1.03	0.049759
1.04	0.058148
1.05	0.060911
1.06	0.057980
1.07	0.049882
1.08	0.037685
1.09	0.022891
1.10	0.007282
1.11	-0.007257
1.12	-0.018926
1.13	-0.026184
1.14	-0.027902
1.15	-0.023476
1.16	-0.012877
1.17	0.003337
1.18	0.024082
1.19	0.047844
1.20	0.072831
1.21	0.097130
1.22	0.118895
1.23	0.136507
1.24	0.148720
1.25	0.154771
1.26	0.154433
1.27	0.148030
1.28	0.136382
1.29	0.120726
1.30	0.102577
1.31	0.083582
1.32	0.065361
1.33	0.049349
1.34	0.036666
1.35	0.028021
1.36	0.023657
1.37	0.023341
1.38	0.026405
1.39	0.031830
1.40	0.038356
1.41	0.044627
1.42	0.049326
1.43	0.051320
1.44	0.049772
1.45	0.044231
1.46	0.034674
1.47	0.021512
1.48	0.005548
1.49	-0.012101
1.50	-0.030119
1.51	-0.047114
1.52	-0.061755
1.53	-0.072904
1.54	-0.079723
1.55	-0.081755
1.56	-0.078964
1.57	-0.071741
1.58	-0.060861
1.59	-0.047411
1.60	-0.032685
1.61	-0.018063
1.62	-0.004881
1.63	0.005689
1.64	0.012746
1.65	0.015736
1.66	0.014494
1.67	0.009252
1.68	0.000602
1.69	-0.010565
1.70	-0.023154
1.71	-0.035977
1.72	-0.047870
1.73	-0.057801
1.74	-0.064969
1.75	-0.068872
1.76	-0.069350
1.77	-0.066586
1.78	-0.061084
1.79	-0.053600
1.80	-0.045066
1.81	-0.036489
1.82	-0.028843
1.83	-0.022971
1.84	-0.019501
1.85	-0.018783
1.86	-0.020854
1.87	-0.025436
1.88	-0.031969
1.89	-0.039663
1.90	-0.047582
1.91	-0.054738
1.92	-0.060186
1.93	-0.063120
1.94	-0.062951
1.95	-0.059366
1.96	-0.052360
1.97	-0.042234
1.98	-0.029570
1.99	-0.015173
2.00	0.000000
2.01	0.014932
2.02	0.028639
2.03	0.040255
2.04	0.049114
2.05	0.054802
2.06	0.057189
2.07	0.056432
2.08	0.052955
2.09	0.047397
2.10	0.040547
2.11	0.033262
2.12	0.026384
2.13	0.020659
2.14	0.016669
2.15	0.014775
2.16	0.015097
2.17	0.017500
2.18	0.021625
2.19	0.026924
2.20	0.032725
2.21	0.038304
2.22	0.042959
2.23	0.046086
2.24	0.047236
2.25	0.046166
2.26	0.042859
2.27	0.037525
2.28	0.030584
2.29	0.022621
2.30	0.014327
2.31	0.006433
2.32	-0.000361
2.33	-0.005457
2.34	-0.008413
2.35	-0.008989
2.36	-0.007165
2.37	-0.003147
2.38	0.002658
2.39	0.009678
2.40	0.017235
2.41	0.024603
2.42	0.031081
2.43	0.036056
2.44	0.039056
2.45	0.039794
2.46	0.038190
2.47	0.034369
2.48	0.028651
2.49	0.021511
2.50	0.013534
2.51	0.005351
2.52	-0.002415
2.53	-0.009213
2.54	-0.014614
2.55	-0.018346
2.56	-0.020317
2.57	-0.020616
2.58	-0.019501
2.59	-0.017363
2.60	-0.014686
2.61	-0.011994
2.62	-0.009792
2.63	-0.008518
2.64	-0.008497
2.65	-0.009904
2.66	-0.012754
2.67	-0.016893
2.68	-0.022019
2.69	-0.027711
2.70	-0.033469
2.71	-0.038765
2.72	-0.043097
2.73	-0.046035
2.74	-0.047265
2.75	-0.046616
2.76	-0.044083
2.77	-0.039820
2.78	-0.034132
2.79	-0.027441
2.80	-0.020250
2.81	-0.013091
2.82	-0.006485
2.83	-0.000884
2.84	0.003358
2.85	0.006025
2.86	0.007048
2.87	0.006509
2.88	0.004630
2.89	0.001747
2.90	-0.001725
2.91	-0.005338
2.92	-0.008647
2.93	-0.011264
2.94	-0.012885
2.95	-0.013322
2.96	-0.012516
2.97	-0.010540
2.98	-0.007590
2.99	-0.003957
3.00	0.000000
3.01	0.003894
3.02	0.007351
3.03	0.010046
3.04	0.011740
3.05	0.012298
3.06	0.011706
3.07	0.010071
3.08	0.007608
3.09	0.004622
3.10	0.001470
3.11	-0.001465
3.12	-0.003821
3.13	-0.005286
3.14	-0.005633
3.15	-0.004740
3.16	-0.002600
3.17	0.000674
3.18	0.004862
3.19	0.009660
3.20	0.014704
3.21	0.019610
3.22	0.024005
3.23	0.027560
3.24	0.030026
3.25	0.031248
3.26	0.031180
3.27	0.029887
3.28	0.027535
3.29	0.024374
3.30	0.020710
3.31	0.016875
